frame_num,player_1_number_of_shots,player_1_total_shot_speed,player_1_last_shot_speed,player_1_total_player_speed,player_1_last_player_speed,player_2_number_of_shots,player_2_total_shot_speed,player_2_last_shot_speed,player_2_total_player_speed,player_2_last_player_speed
0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
11,1,33.06707000732422,33.06707000732422,0.0,0.0,0,0.0,0.0,1.7203271389007568,1.7203271389007568
58,1,33.06707000732422,33.06707000732422,4.541504383087158,4.541504383087158,1,42.93307113647461,42.93307113647461,1.7203271389007568,1.7203271389007568
95,2,78.3559799194336,45.288909912109375,4.541504383087158,4.541504383087158,1,42.93307113647461,42.93307113647461,10.700135231018066,8.97980785369873
131,2,78.3559799194336,45.288909912109375,11.235979080200195,6.694474220275879,2,75.24330139160156,32.31022644042969,10.700135231018066,8.97980785369873
